depth,BT,BSAL,SSAL,SST,chla,month,season,SBFDESED,SEDSIZE,SUBREGION2,BENHAB,SBFDEPTH,SBF.GRP,LPI
107,10.8,33.898,33.284,10.7,1.50211048126221,11,FALL,DeepDepressionSilt/Mud,0.03,GulfofMaine,GOM_7,Deep Depression,Depression,LowLandPosition
100,10.7,33.911,33.307,10.6,1.50211048126221,11,FALL,SomewhatDeepDepressionSilt/,0.03,GulfofMaine,GOM_247,Somewhat Deep Depression,Depression,LowLandPosition
75,11,33.717,33.275,10.5,1.50211048126221,11,FALL,ModerateFlatSilt/Mud,0.03,GulfofMaine,GOM_24,Moderate Flat,MidFlat,MidLandPosition
184,8.1,34.191,33.308,10.6,1.76879692077637,11,FALL,DeeperDepressionGravel,0.5,GulfofMaine,GOM_7,Deeper Depression,Depression,LowLandPosition
154,7,33.481,32.903,10.4,1.76879692077637,11,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_7,High Flat,HighFlat,HighLandPosition
145,8,33.89,32.938,10.4,1.76879692077637,11,FALL,DeeperFlatGravel,0.5,GulfofMaine,GOM_12,Deeper Flat,MidFlat,MidLandPosition
188,7.9,34.346,32.958,10.8,2.53452491760254,11,FALL,DeeperFlatSand,0.17,GulfofMaine,GOM_12,Deeper Flat,MidFlat,MidLandPosition
71,9.6,33.368,34.791,23.5,0.406138449907303,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
65,9.5,33.196,34.87,23.6,0.377532988786697,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
111,14.9,35.667,34.814,23.9,0.347194731235504,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
50,16.4,33.035,32.905,20.2,0.782717645168304,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
71,9.6,33.048,35.057,23.1,0.377532988786697,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
34,17.6,32.991,32.877,21.8,0.891137182712555,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
192,12.6,35.617,33.514,22.4,0.652796506881714,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
19,23.3,31.5,30.519,24.1,1.47116219997406,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
31,22.9,31.569,31.067,23.8,1.03871154785156,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
33,20.7,32.314,31.485,23.2,1.03871154785156,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
16,22.8,31.184,30.223,24,2.50078630447388,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
