ATLANTIC.HERRING,BARNDOOR.SKATE,ATLANTIC.COD,AMERICAN.PLAICE,AMERICAN.LOBSTER,NORTHERN.SHORTFIN.SQUID,SPOT,LITTLE.SKATE,WINTER.SKATE,YELLOWTAIL.FLOUNDER,LONGFIN.SQUID,HADDOCK,SILVER.HAKE,ATLANTIC.CROAKER,SMOOTH.DOGFISH,LONGHORN.SCULPIN,SUMMER.FLOUNDER,FOURSPOT.FLOUNDER,BUTTERFISH,SEA.SCALLOP,POLLOCK,BLUEFISH,NORTHERN.SEAROBIN,WINTER.FLOUNDER,ACADIAN.REDFISH,SPINY.DOGFISH,SCUP,RED.HAKE,SPOTTED.HAKE,WHITE.HAKE
0,0,0,0,0.5476923,0.05692308,0,0.2715385,2.415385,0,1.091538,0,0.04146154,0,0,0,0,0,0.01846154,0,0,0,0,1.622308,0,0.1276923,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.045432,0,0,0.04031373,0,0,0.0332445,0,0.002602811,0,0,0.4590889,0.3422197,0,0,0,0.001877811,0,0,0
0,0,0,0,0,0.1024029,0,2.647304e-4,0,0,0.1973019,0,0.00361331,0,0,0,0,0.03453543,0.05083228,0,0,0,0,0,0,0.01062574,0,0,0.1158301,0
0,0,0,0,0,0,0.129,0,0,0,0.0704,0,0,0.579,0.28,0,0.102,0,0.0015,0,0,0.671,0.044,0,0,0,1.276,0,0,0
0,0.07294118,0.28,0,0,0,0,0.1447059,0.5835294,1.593529,0.02529412,0.05411765,0.05470588,0,0,0.04470588,0,0.01529412,0,0.034,0,0,0,5.245882,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3.528333,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0,2.553333,0,0,0
0,0,0,0,0,0,0,0.06544985,7.06273,0,0.08273609,0,0.02969073,0,0,0.003721581,0.06743344,0,0.01355088,0,0,0.3656015,0.02932264,0.1135547,0,1.905992,0,4.166667e-5,0.005223493,0
0,0,0,0,0,0,0,0.04380106,0,0,0.2521606,0,0,0,0.132875,0,0.0268858,0,0,7.14059e-4,0,0,0.00385471,0,0,0,0.07646622,0,0.002079002,0
0,0,0,0,0,0,0,0.02559325,0,0,0.1927754,0,0.001113384,0,0,0,0,0,0.6286097,0,0,0.1616937,0.001760307,0.01370036,0,0,0.2848435,0,0.002582339,0
0,0,0,0,0,0.03982336,0,0,0,0,2.299232,0,0.001609565,0,0,0,0,0.05793171,0.06031834,0,0,0,0,0,0,0,0,0,0.4865327,0
0,0,0,0,0,0,0,1.295,0.795,0,0.045,0,0,0,0,0,0,0,0,0,0,0.24,0,0.015,0,3.825,0.005,0.03,0,0
0.15,0,0,0,0,0,0,0,0,0,0,0.32,14.91,0,0,0,0,0,0,0,0.02,0,0,0,0.03,0,0,0.03,0,0.32
0,0.02666667,0,0,0.1216667,0,0,0.03277778,0,0,3.333333e-4,0.01055556,0.5572222,0,0,0,0,0.7855556,0.01294444,0,0,0,0,0,0,0.08777778,0,0.72,0.05611111,0
0,0,0,0,0,0,0,0.1074248,0,0,0.1251442,0,4.840798e-4,0,0.6915789,0,0.0644067,0,0.001833954,0,0,0.01424614,0.1782917,0.01110158,0,0,0.07892783,0,0.02669876,0
0,0,0,0,0.08333333,0.03333333,0,0,0,0,0.5333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333,0
0,0,0,0,0,0,0,0,0,0,0.7422222,0,0.9533333,0,0,0,0,0.04888889,0.1533333,0,0,0,0,0,0,0.02033333,0,0.02222222,0,0.04666667
0.1398535,0.0154427,0.03736438,0.002131881,1.003429,0.003345838,0,0,0,0,0,5.461,0.01929015,0,0,0.01110997,0,0,0.07828303,0,0.01339286,0,0,0.1801123,0.01139499,44.52137,0,0.0379881,0,0.09046593
0.002332506,0,1.310412,0.002573782,0.02320235,0.05595366,0,0,0,0.3281942,0.001332753,3.267402,0.287274,0,0,0.4617641,0,0.01982574,0.006244647,0.1539194,0.008322581,0,0,0.147883,0,0.7487337,0,0.09812903,0,0
0.08225641,0,0,0.3250887,0.2876727,0.003087296,0,0,0,0,0,7.106649,2.601322,0,0,0,0,0,0,0,0,0,0,0,0.2223762,0.04669421,0,0.1982167,0,0.2581178
0,0,0,0,0,0.01318057,0,3.728095,0,0,3.032342,0,0.001527445,0,0,0,0.209248,0.1016803,0.03259324,0.09924287,0,0,0,0,0,0,0,0.00447619,0.03160083,0
0.001641026,0,0,0,0,0,0,0.1280539,0.07359706,0,0.9038786,0,0,0,0,0,0.02709014,0,0.01021386,0.001629112,0,0,2.250179e-4,0.014062,0,0,1.036377,0,0,0
0.003550296,0.09741979,0.09500974,0.004250773,0.206965,0.007261014,0,0,0,0,0,5.356305,0.06677928,0,0,0,0,0,0,0,0.4243462,0,0,0,0.08338177,0,0,0.08991026,0,0.1098217
0,0,0,0,0,0,1.361538,0,0,0,0.003846154,0,0,12.43462,0,0,0,0,0.003846154,0,0,0,0.003846154,0,0,0,0.55,0,0,0
0,0,0,0,0.06153846,0,0,0.03846154,0,0,0.1,0,0,0,0,0,0,0.05384615,0.1,0,0,0,0,0,0,0,0,0,1.392308,0
0,0,0,0,0,0,0,0,0,0,0.045,0,0,1.355,0,0,0.25,0,0,0,0,0,0,0,0,0,0.45,0,0,0
0,0,0,0,0,0,0,0.06666667,0,0,1.7,0,0,0,3.283333,0,0.1166667,0,0.01666667,0,0,0,0.05,0,0,0,0,0,0,0
0,0,0,0,0,0.05382068,0,0,0,0,2.201377,0,0.002682609,0,0,0,0,0.006973501,49.04591,0,0,0,0,0,0,0,0,0,0.8163548,0
0.06632479,0,0,0.2052141,0.07313131,0,0,0,0,0,0,0,0.4284765,0,0,0,0,0,3.380039e-4,0,0,0,0,0,0.08116429,0.01515152,0,0.09740741,0,0.4195934
0,0,0,0,0,0,0,0.5120625,0,0,0.7708125,0,0.006875,0,0,0,3.366437,0,0.152625,0,0,0,0,0.02,0,0,0.18425,0,0.015,0
0,0.2074342,0,0.004334121,0.09381818,0,0,0,0,0,0.01299888,16.80669,0.1774546,0,0,0,0,0,0,0,0.1883333,0,0,0,2.798769e-4,1.164669,0,0.006944444,0,0
0,0,0,0,0,0,0,1.544286,1.159286,0,0.6178571,0,0,0,0.6435714,0.04357143,0,0.07928571,0,0.004642857,0,0,1.428571e-4,0,0,3.925,0,0.005285714,0,0
0.04583333,0,0.2666667,0.1083333,0,0,0,0,0,0,0,0.4541667,1.983333,0,0,0,0,0,0,0,0.1458333,0,0,0,4.229167,0.7916667,0,0.2,0,0.7791667
0,0.03673056,0,0,0,0.002838893,0,0.1164257,1.923345,0.08813734,0,1.550389,0.07225461,0,0,0.02462479,0,0.08567834,0,0.002669554,0,0,0,0,0,0,0,1.190647,0,0
0,0.03684211,0,0,0,0,0,0.1684211,0,0.01578947,0.5105263,0,0.6157895,0,0,0,0.1105263,0.03684211,0.05263158,0,0,0.6473684,0,0.01052632,0,2.463158,0,0.09473684,0.04210526,0
0.02272605,0.2702742,0,1.156899,0,0,0,0,0,0,0,1.499558,1.785177,0,0,0,0,0,0,2.672502e-4,0,0,0,0,1.800168,2.285211,0,0.6152807,0,0.2582174
0,0,0,0,0,0,0,0,0,0,5.366667,0,0.06,0,0.39,0,0,0.05,1.49,0,0,0,0,0,0,40.79667,0,0,0,0
0,0,0,0,0,0,0.320684,0,0,0,0.06394042,0,0,1.570519,0,0,0.009905807,0,0.1194229,0,0,0,3.068426e-4,0,0,0,0.02650953,0,0.001663202,0
0,0,0,0,0,0,0,0.1956457,0.7306202,0,2.093769,0,2.420399e-5,0,0.3097895,0,0.2891664,1.71279e-4,0,0.08812574,0,0,0.003811308,0.04243831,0,0,2.985543,0,0,0
0,0.01,0,0,0,0.0425,0,0.205,0,1.37375,0,0.0275,0.05375,0,0,0.2525,0,0.29875,0.008375,4.7075,0,0,0,0,0,0.2175,0,0.12,0,0
0.164,0,0.184,0.936,0,0.028,0,0,0,0,0,0.144,0.476,0,0,0,0,0,0,0,0,0,0,0,12.836,3.532,0,0.176,0,0.48
0.006,0,0,0.278,0,0,0,0,0,0,0,0,0.1966667,0,0,0,0,0,0,0,0.03,0,0,0,0.052,0.7486667,0,0.01933333,0,1.529333
0,0,0,0,0,0,0,0,0,0,0.0552745,0,0,0.131358,0.09388889,0,0.04203643,0,0.003318584,0,0,0.1587302,0.007500597,0,0,0,0.6726883,0,0,0
0,0,0.1892308,0,0,0,0,0.08923077,0.05846154,0,2.250769,0,0,0,0,0,0.26,0,0.005307692,0,0,0.2092308,0,0.1123077,0,5.550769,1.129231,0,0,0
0.17125,0,0.11125,0,0.104375,0.007125,0,0,0.055625,0,0.002875,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165625,0,0.126875
2.602583,0,0,0.101436,0.28167,0.006650369,0,0,0,0,0.004653051,0.2003084,1.082403,0,0,0,0,0,0.006329892,0.004478296,0,0,0,0,0.06505582,0.3272421,0,0.1393333,0,0.1011423
0,0,0,0.258619,0.3191818,0.02350958,0,0,0,0,1.756605e-4,0,0.1970472,0,0,0,0,0,0.002834624,0.005725696,0,0,0,0.01044663,0.04534005,1.277238,0,0.1111806,0,0.1449353
0.03485348,0,0,0,0.01844156,0,0,0.07711352,0,0.005382419,0.07296435,0,1.058954,0,0,0.04112749,0,0.001793186,0,0,0,0,0,0.06255992,0,0,0.01156008,0.005619048,0.01833977,0.05016762
0,0,0,0,0,0.001806568,0,0.01847268,0,0,3.364863,0,0,0,0,0,0,0.01043912,0,1.132887,0,0,0.01623476,0,0,0,0,9.090909e-5,0,0
0,0,0,0,0,0,0,0,0.6788889,0,0.6066667,0,0,0,0,0,0.08555556,0,0.07777778,0,0,0.8322222,0,0,0,0,0.001444444,0,0,0
5.398111e-4,0,0,0,0.002066986,0,0,0.08910465,0.1180458,0,0.7704802,0,0.002517215,0,0.2138421,0,0.0713636,0,0.9318235,0.01020562,0,0,8.074805e-5,0.0734975,0,0.3238799,0.1141328,0,0,0
0.8426667,0,0,0.064,0,0,0,0,0,0,0,0.08933333,0.052,0,0,0,0,0,0,0,0.1213333,0,0,0,0.1706667,0,0,0,0,0.9453333
0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.3166667,0
0,0,0,0,0,0.0739802,0,0,0,0,0.4357183,0,0.007007632,0,0,0,0,0.01288437,0,0,0,0,0,0,0,0.006729634,0,0,0.05900406,0
0,0,0,0,0,6.150934e-4,0,0.1800771,0,0,0.4105677,9.402283e-4,0.008446386,0.01268148,0,0,0,0.04627305,0.02249263,0.001417539,0,0,0.01170093,0,0,0,0,0,0.1228829,0
0.06153846,0,0,0.005384615,0,0,0,0,0,0,0,1.289231,0.02461538,0,0,0,0,0,0,0,0,0,0,0,1.683077,0,0,0.1076923,0,1.533846
0,0,0,0,0.01666667,0.018,0,0,0,0,0.05866667,0,0,0,0,0,0,0.07333333,0.08466667,0,0,0,0,0,6e-4,0,0,0,0.07066667,0
0.06753316,0.03433206,0,0.02133774,0.03275235,0.211522,0,0,0,0,0.002616735,0,0.3958342,0,0,0,0,0,0.1003395,0.008273236,0,0,0,0,0.06242219,1.129268,0,0.5652989,0,0.2651605
0,0,0,0,0,0.015,0,0.46875,0,0,4.47,0,0,0,0,0,0,0.245,0,1.46875,0,0,0,0,0,0,0,0,0.8125,0
0,0,0,0,0,0,0,0.03372476,0,0,1.029862,0,0.004023914,0,0,0,0,0.007438401,0.03899336,6.876124e-4,0,0,0.005293035,0,0,0,0,0,0,0
0,0,0,0,0,0,0.2091667,0,0,0,0.0725,0,0,0.1125,0,0,0,0,3.081333,0,0,0.2866667,0,0,0,0,0.1291667,0,0,0
0,0,0,0,0,0.3533333,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0.36,0
0,0,0,0,0,7.514716e-4,0,0.09609044,0,0.01667728,0.8644976,0.09587959,0.01731297,0,0.1093529,0,0,0.02737441,0.006864914,0.1425691,0,0,0,0,0,3.298347,0,0.03815686,0.0616363,0
0,0,0,0,0,0,0,0.004785714,0,0,0,0,0.05857143,0,0,0.02857143,0,0.1442857,0,1.354286,0,0,0,0,0,0.3957143,0,0.1714286,0,0
7.397791,0.01936209,0,0.7958265,0.02881119,0.02522247,0,0,0,0,0,7.567598,2.386517,0,0,0,0,0,0,0,0,0,0,0,0.5123361,0.0315321,0,0.4661667,0,0.1396625
0,0,0,0,0,0,0,0.2807465,0.1486028,0,1.423798,0,0.04355886,0,0.3876875,0,0.28794960000000003,0.03292073,0.05852461,0.1097271,0,0,0.002972538,0,0,0,0,0.003979167,0.02845634,0
0,0,0,0,0,0,0,0.04333333,0,0,0.3246667,0,0,0,0.55,0,0,0,0.0775,0,0,0,0,0,0,0,0.1516667,0,0,0
0,0,0,0,0.35,0,0,0,1.19,0,1.09,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0.12,0,0,0,0
0.05944615,0.4522917,0,0.006004728,0,0.01649397,0,0.00979351,0.52,0,0.01278246,1.149765,0.05384226,0,0,0.006423674,0,0,8.849558e-5,4.443034e-4,0,0,0,0.06212848,1.343409e-4,2.13643,0,0.02857333,0,0
0,0,0,0,0.003578182,0,0.01771987,0.0226231,0,0,0.05868465,0,2.85123e-4,0,0.59208,0,0.05380663,0.001431892,0,0,0,0.02147368,0.2904572,0.001975072,0,0,0.1487157,0,0.01466944,0
0,0,0,0,0,0,0,0.6211111,0,0,0.03111111,0,0.001833333,0.01833333,0.7583333,0,0.4833333,0,0.006,0,0,0.08611111,0.1388889,0,0,0,0.005666667,0,0.02166667,0
0.3748148,0,1.524074,0.8251852,0.08074074,0.002,0,0,0,0.01185185,0,0.06925926,0.2488889,0,0,0.06407407,0,0,0,0.008074074,0.01555556,0,0,0.06296296,0.1577778,0.3777778,0,0.1085185,0,0.232963
0,0,0,0,0,0.1036196,0,0,0,0,3.82986,0,0.02481687,0,0,0,0,0.0934117,0,0,0,0,0,0,0,0,0,0,0.1723196,0
0.0208547,0.06864328,0.1293057,0.6339458,0.0203416,0.0044519,0,0,0,0.008717483,0,0.9823148,0.03305532,0,0,0.01870017,0,0.002972543,8.715473e-4,0,0,0,0,0.03551817,0.03513727,0.2004007,0,0.1524343,0,0.03544061
0.34,0,0.275,0,0.08,0.08,0,0.05,0,0.045,0.15,0,0.3,0,0,0,0,0.045,6.51,0.015,0,0.19,0,1.195,0,0,0,0.175,0,0.055
0,0.224,0,0,0,0.006066667,0,0.04133333,0,0,0,1.021333,0.007533333,0,0,0.08533333,0,0,0,0,0.07333333,0,0,0,0,0,0,6.666667e-5,0,0.04
0.004130435,0,0,0.02434783,1.105217,0.173913,0,0,0,0,0.08,0.01043478,0.09826087,0,0,0,0,0,0.1008696,0.005043478,0,0,0,0.01304348,0,0.2208696,0,0,0,0.0486087
0.7715789,0,0,0,2.689895,0.3178947,0,0,0,0,0.01052632,0,2.113684,0,0,0,0,0,0.3357895,0.002315789,0,0,0,0.02836842,2.631579e-4,1.547368,0,0.01894737,0,0.04947368
0,0,0,0,0,0,0,0.187,0,0,1.857,0,0,0,0,0,0,0.0225,0.041,5.808,0,0.501,0,0,0,0,0,0,0.055,0
0,0,0,0,0,0,0,0.1384615,0.3461538,0,0.6076923,0,0,0,0,0,0.2153846,0,2.407692,0,0,0.2384615,0.007692308,0.2461538,0,0,12.56923,0,0,0
1.476047,0.03880998,0,0.08375197,0,0.01330731,0,0,0,0,0,0,0.3087204,0,0,0,0,0,0,0.05602719,0,0,0,0,0.12863840000000001,3.255269,0,0.6137361,0,0.104486
0,0,0,0,0,0,1.291205,0,0,0,0.1396571,0,0,0.7534815,0.01766667,0,0.01588043,0,0.02415192,0,0,0.1859649,0.02792268,0,0,0,0.2083643,0,0.03409563,0
0,0,0.02857143,0.09619048,0.05428571,0,0,0,0,0,0,0,0.01714286,0,0,0.01142857,0,0,2.857143e-4,0,0.002095238,0,0,0,0.02952381,0.2460952,0,0.03714286,0,0.09809524
0,0,0,0,0,0,0,0.0790863,0,0,1.133839,0,0.01782785,0,0,0,0,0.1946382,0.2037242,0,0,0,0,0,0,0,0,0,0.2755648,0
0,0,0,0,0.1133333,0,0,0.6,0,0.007222222,0.2444444,0,0.1505556,0,0,0.05277778,0.04555556,0.1727778,8.333333e-4,0,0,0,0.05055556,0.245,0,11.24833,0,0.5066667,0,0
0.006,0,0,0.2629412,0.2958824,0,0,0,0,0.005352941,0.01294118,0,0.05529412,0,0,0.02941176,0,0.02764706,0,0,0,0,0,0.2152941,0,1.318824,0,1.235882,0,0
0.002067308,0,0,0.2102541,0,0.05438254,0,0,0,0,0.004584739,0.06801964,0.6361161,0,0,0,0,0,0,0,0,0,0,0,6.204398,0.3409091,0,0.3221562,0,0.2080041
0,0,0,0,0,0.1054545,0,9.090909e-4,0,0,0.2672727,0,9.090909e-5,0,0,0,0,0.01336364,0.02181818,2.656364,0,0,0,0,0,0.01390909,0,9.090909e-5,0.02909091,0
0,0,0,0,0,0,0,1.208333,0.055,0.007166667,0,0,2.5e-4,0,0,0,0,0.375,0,0.01433333,0,0,0,0.08333333,0,0,0,1.666667e-4,0.01666667,0
0,0,0,0,0.1,0,0,0.07555556,0,0,0,0,0.8222222,0,0,0,0,0.5177778,0.07111111,0,0,0,0,0,0,0.6044444,0,0.03333333,0,0
0,0,0,0,0.0127138,0,0,0.9010455,0.7004327,0.1025997,0.306227,0.002462503,0.1449035,0,0.3364815,0.01186896,0.3681907,0.1131429,1.42609,0.3350142,0,0,0.164854,0.2081425,0,0.6047138,2.536198,0,0.1350581,0.002252732
0,0,0,0,0.009793939,0.03217412,0,0,0,0,3.042496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06802495,0
0,0.09411765,0,0,0,0,0,3.368235,5.527059,0,0.03882353,0,0.06923529,0,0.3211765,0,0.5282353,1.176471e-4,0.02611765,0,0,0,0.004647059,0,0,0.6035294,0.1242353,0,0,0
0,0,0.6933333,0,0.1622222,0.006444444,0,0.22,17.64667,0.03555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2133333,0,929.665,0,0,0,0
0,0,0,0,0,0,0.56,0,0,0,0.01,0,0,0.387,0.071,0,0,0,0.224,0,0,0.146,0,0,0,0,0.127,0,0,0
0,0,0,0,0.5804218,0.06254081,0,0,0,0,0,0,0.03203495,0,0,0,0,0.02657369,0.002433628,0,0,0,0,0,0.1001847,0,0,0.4198,0,0.006072797
0,0,0,0,0,0.2101198,0,0,0,0,0.04905267,0,0.001893606,0,0,0,0,0.04164957,0.03016007,0,0,0,0,0,0,0,0,0,0.0416045,0
0,0,0,0,0,0,0,0.9307692,0,0.03715385,0.4676923,4.443923,0.1523077,0,0,0.006615385,0,0.3059231,0,0.2630769,0,0,0,0,0,0,0,0.009230769,0.1461538,0
0,0,0,0,0,0,0,0.3666667,0,0,0.006666667,0,0,0,0.5266667,0,0,0.2066667,0,0.3466667,0,0,0,0.7266667,0,0,0,0,0.2933333,0
0,0,0,0,0.055,0,0,0,0,0,0,0,0.895,0,0,0,0,0.5233333,0.02,0,0,0,0,0,0,0,0,1.415,0.03666667,0
0,0.148917,0,0.006129061,0.8681481,0.002418316,0,0.005378648,0.7400593,0.01279798,0,0.01293436,0.05816578,0,0,0,0,0.01652978,0,0,0,0,0,0,0,0,0,1.808765,0,0
0.8701099,0,0,0.2724305,0.03636364,0.0138565,0,0,0,0,0,0,0.4705406,0,0,0,0,0,0,0,0,0,0,0,0,1.135773,0,0.1580952,0,0.6504288
0.008333333,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0.08333333,0,0.275
0.02369658,0.05798734,0,0,0.005484848,0,0,0.1189679,0.08616989,0,0.4685568,0,0.4939066,0,0.155,0,1.299977,0.01510925,9.096423,0,0,0.9426065,0,0,0,6.37314,0.06192774,0.09475,0,0
0,0,0,0,0,0,0.0121245,0,0,0,0.1097527,0,0,0.05590123,0,0,0.04172505,0,0,0,0,0.06382623,0.832481,0,0,0,0,0,0.006190806,0
0,0,0,0,0,0.192335,0,0.01342561,0,0,0.345208,0,0,0,0,0,0,0,0.001797566,1.075955,0,0,0,0,0,0,0,0,0.01340956,0
0.1258824,0,0.1011765,0.2985882,0,0.2649412,0,0,0,0,0.38,0.9741176,0.05176471,0,0,0,0,0,0,0,0,0,0,0,1.055294,13.43176,0,0.08941176,0,0.1023529
0,0,0,0,0,0,0,0.5663717,0,0,2.826728,0,0,0,0,0,0,0.2342631,0,0.2608696,0,0,0,0,0,0,0,0,0.06727651,0
0,0,0,0,0,0,0,0.0247712,0,0,0.03920742,0,1.277433e-5,0.01693827,1.814444,0,0.1165084,0,0.004301868,0,0,0,0.4109986,0,0,0,0,0,0.004527605,0
0,0,0,0,0.1775,0.03375,0,0,0,0,0,0,0.63375,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.0125,0,0
0,0,0,0,0,0,0,0.02448584,0,0,1.263222,0,0,0,0,0,0,0.01610245,0.005530973,0.003577508,0,0,0.002594215,0,0,0,0,0,0.1214515,0
0.001634615,0.01876195,0.1183347,0,0.2403182,0,0,0.8775528,0.5959924,0,0.01741674,0,0.579034,0,0,0.007014616,0.2429793,0.1682793,0.1132812,0.00749762,0,0,0.01797906,1.174856,0,1.348735,5.037723,0.03067708,0.02744283,0
0,0,0,0,0,0.2488889,0,0,0,0,0.9766667,0.03555556,0.03,0,0,0,0,0,1.314444,0.001888889,0,0,0,0,0,0.01333333,0,0,0,0
0.02565757,0,0.01063699,0.01351712,0.2628035,0.04823828,0,0,0,0,0.002611108,0.009857233,1.279605,0,0,0,0,0,0.03468456,1.535611e-4,0,0,0,8.350602e-4,6.771214e-4,0.04484138,0,0.1069247,0,0.03958102
