ATLANTIC.HERRING,BARNDOOR.SKATE,ATLANTIC.COD,AMERICAN.PLAICE,AMERICAN.LOBSTER,NORTHERN.SHORTFIN.SQUID,SPOT,LITTLE.SKATE,WINTER.SKATE,YELLOWTAIL.FLOUNDER,LONGFIN.SQUID,HADDOCK,SILVER.HAKE,ATLANTIC.CROAKER,SMOOTH.DOGFISH,LONGHORN.SCULPIN,SUMMER.FLOUNDER,FOURSPOT.FLOUNDER,BUTTERFISH,SEA.SCALLOP,POLLOCK,BLUEFISH,NORTHERN.SEAROBIN,WINTER.FLOUNDER,ACADIAN.REDFISH,SPINY.DOGFISH,SCUP,RED.HAKE,SPOTTED.HAKE,WHITE.HAKE
0.004761905,0,0,0,0.2142857,0,0,0.147619,0,0.4952381,0.2285714,0.01428571,0.08571429,0,0,0.02857143,0,0.08571429,0.00952381,0.004761905,0,0.2904762,0,0.03809524,0,0.3571429,0,0.00952381,0,0
0,0,0,0,0.1285714,0,0,0.2928571,0.5357143,0.5357143,0.1642857,0.007142857,0.02142857,0,0,0.02142857,0.1857143,0.01428571,0,0,0,0,0,0.5214286,0,0,0,0,0,0
0,0,0,0,0,0.01666667,0,0.2222222,0.6555556,0,0.15,0,0,0,0,0,0.06111111,0.02777778,0.005555556,0,0,0,0,0,0,0.04444444,0,0,0,0
0,0,0.1,0,0.00625,0.04375,0,0.23125,0.63125,0,0.58125,0,0.00625,0,0,0,0,0.0125,0.00625,0,0,0.6125,0,0.1,0,0.59375,0,0,0,0
0.1,0,0.7833333,0,0,0,0,2.022222,2.211111,0.5333333,0,2.511111,0.02222222,0,0,0.6277778,0,0.01666667,0,0.01111111,0,0,0,1.611111,0.01111111,0,0,0.2222222,0,0.15
1.97,0,0,0.02,0,0.01,0,0,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,2.75,0,0
1.661538,0,0,0.07692308,0,0,0,0,0,0,0,0,0.1615385,0,0,0,0,0,0.007692308,0,0,0,0,0,0.05384615,0.07692308,0,0.3769231,0,0.8
0.4411765,0,0,0,0,0,0,0,0,0,0,2.788235,0.2941176,0,0,0,0,0,0,0,0,0,0,0,0.09411765,0.03529412,0,0.1352941,0,0.3941176
0.2045455,0,0,0.9363636,0,0.08181818,0,0.1636364,0,0.01818182,0.009090909,0.02727273,0.09090909,0,0,3.918182,0,0,0.009090909,0,0.01818182,0,0,0,0.004545455,0,0,0.9318182,0,0
0.1333333,0,0,1.275,0,0,0,0,0,0,0,0,0.4666667,0,0,0,0,0.01666667,0,0,0,0,0,0,0,0,0,1.2,0,0.5
0,0.8692308,0,0,1.315385,0,0,2.761538,3.861538,0,1.246154,0,0.03076923,0,0,0,0,0.1153846,0,0,0,0,0,0.4538462,0,0.5153846,0,0.007692308,0,0
0,0,0,0,0.38125,0.00625,0,3.79375,7.11875,0,0.50625,0,0.1625,0,0,0.025,0,0.1625,0.0125,0,0,0,0,0.00625,0,0.84375,0,0,0,0
0,0,0,0,0.3083333,0.008333333,0,0.9666667,1.358333,0,0.2666667,0,0,0,0,0.2416667,0,0.175,0,0,0,0,0,0,0,0.9833333,0,0,0,0
0.08235294,0,0,0,0.05882353,0.1352941,0,0,0.1411765,2.970588,0,0,0.04117647,0,0,0.2058824,0,0,0.07058824,0.02941176,0,0,0,0,0,0.04117647,0,0.08235294,0,0
0,0,0.8933333,0.06666667,0,0,0,0.3333333,0.1666667,0,0,2.473333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05333333
0.01428571,0,0.3714286,0.07142857,0,0,0,0,0.1857143,0,0,1.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02142857,0,0.1928571,0,0,0,0,0.08571429,0,0.09285714,0,3.914286,0.02142857,0,0,0.2571429,0,0,0.007142857,0.007142857,0.5428571,0,0,0,0,0,0,0,0,0
0.02105263,0,1.089474,0,0.01578947,0.005263158,0,0.9421053,0.6210526,0.2315789,0.005263158,2.452632,0,0,0,2.294737,0,0.01052632,0,0.04210526,0,0,0,0.3473684,0,0,0,0.04736842,0,0
0.0125,0,0.65625,0,0.3125,0.00625,0,0,0,0,0,2.96875,0.16875,0,0,0.225,0,0,0,0,0,0,0,0.2375,0.01875,0.16875,0,0.05625,0,0
0.05625,0,0.74375,0.01875,0,0,0,0,0,0,0,0.7875,0.375,0,0,0.01875,0,0,0,0,0.25625,0,0,0,0.59375,0.125,0,0.0125,0,0.2375
0.1714286,0,0,0,3.742857,0.02857143,0,0,0,0,0,0,1.535714,0,0,0.02142857,0,0,0.007142857,0.2142857,0.007142857,0,0,0.02142857,0,0.5285714,0,0,0,0
0.06875,0,0,0.0125,0,0.04375,0,0,0,0,0,0,2.7875,0,0,0,0,0,0.125,0.2375,0,0,0,0.04375,0,0.1375,0,0,0,0.0625
0,0,0.005882353,0,1.294118,0,0,0,0,0,0,0,0.01176471,0,0,0.06470588,0,0,0,0,0.005882353,0,0,0,0,0,0,0,0,0
1.225,0,0,0,0,0.06666667,0,0,0,0,0,0,0.2083333,0,0,0,0,0,0,0,0,0,0,0,0.8166667,0,0,0.1416667,0,0.08333333
0,0,0,0.2066667,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.6333333,0,0,0.18,0,0.24
0.4733333,0,0,0.1466667,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.3133333,0,0,0,0.1266667,0.04666667,0,0.05333333,0,0.1133333
1.109091,0,0,0.1636364,0.1,0,0,0,0,0,0,0,0.8454545,0,0,0,0,0,0,0,0,0,0,0,1.190909,0,0,0.9454545,0,0.1545455
0.5444444,0,0,0.7666667,0,0,0,0,0,0,0,0,1.844444,0,0,0,0,0,0,0,0,0,0,0,0.6777778,0,0,0.5888889,0,1.011111
0.07777778,0,0,0.1888889,0,0,0,0,0,0,0,0,0.1333333,0,0,0,0,0,0,0,0,0,0,0,0.1888889,2.944444,0,0.2777778,0,0
0.008333333,0,0,0.4666667,0,0.03333333,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,5.108333,0.6333333,0,0,0,0.4833333
0,0,0,0,0.5411765,0,0,0.04705882,0,0.04705882,0.07647059,0,0.8,0,0,0.05294118,0,0.03529412,0.04705882,0,0,0,0.02352941,0.08823529,0,3.741176,0,0.08235294,0,0
0.06315789,0,0,0.2842105,0.7736842,0,0,0,0,0.01578947,0,0,0.3368421,0,0,0.1,0,0.03157895,0.2157895,0,0,0,0,0.09473684,0,3.236842,0,0.2368421,0,0
2.01875,0,0,0,0,0.1125,0,0.05625,0,0.21875,0.0125,0.0375,0.45,0,0,0.13125,0,0.01875,0.0875,0,0,0,0,0,0,0.3625,0,0.11875,0,0
0.3157895,0,0,0.6842105,0,0.005263158,0,0,0,0,0,0,0.7842105,0,0,0.01052632,0,0,0.005263158,0,0,0,0,0,0.7578947,0.07894737,0,0.1473684,0,0.1315789
0.3571429,0,0,1.085714,0,0.06428571,0,0,0,0,0,0,0.3642857,0,0,0,0,0,0.007142857,0,0,0,0,0,8.407143,0.1857143,0,0.8357143,0,0.6857143
0.005263158,0,0,0.04210526,0.4578947,0.01052632,0,0,0,0,0,0,0.1210526,0,0,0,0,0.01052632,0,0,0.02631579,0,0,0,0.005263158,0,0,0.03684211,0,0.02105263
0.01666667,0,0.05555556,0.03888889,0,0.01111111,0,0,0,0,0.005555556,0,0.7611111,0,0,0,0,0,0,0,0,0,0,0,0.005555556,1.555556,0,0.2222222,0,0
0.5833333,0,0,0.15,0,0.08888889,0,0,0,0,0.005555556,0,1.672222,0,0,0,0,0,0,0,0,0,0,0,0.005555556,0.9333333,0,0.3388889,0,0.1277778
0.2666667,0,0,0.04166667,0,0,0,0,0,0,0,0,0.4916667,0,0,0,0,0,0,0,0,0,0,0,5.783333,0.1416667,0,0.1416667,0,1.216667
0,0,0,0,0,0,0,0.2,0,0,0.4636364,0,0,0,0,0,0,0,0.06363636,0.1181818,0,0,0.4090909,0,0,0,0,0,1.254545,0
0,0,0,0,0,0.005555556,0,0,0,0,0.3555556,0,0,0,0,0,0,0.1388889,0,0,0,0,0,0,0,0,0,0,0.2777778,0
0,0,0,0,0,0,0.2948718,0,0,0,0,0,0,0.2692308,0,0,0.002564103,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.8444444,0,0,0,0,0,0.3222222,0,0,0,0,0,0.03333333,0,0,0,3.9,0,0,0
0,0,0,0,0,0,1.821429,0,0,0,0.01428571,0,0,88.62857,0,0,0.05,0,0.007142857,0,0,0.02142857,0,0,0,0,0.5785714,0,0,0
0,0,0,0,0,0,0,0,0,0,0.1642857,0,0,0.1,8.585714,0,0.3857143,0,0,0,0,0.07857143,0.1642857,0,0,0,0,0,0,0
0,0,0,0,0.03333333,0,0,0.3333333,0,0,0.2833333,0,0,0,15.00833,0,0.4,0,0,0,0,0,0.1166667,0,0,0,0.03333333,0,0.04166667,0
0,0,0,0,0,0,0,0.17,0,0,0.94,0,0,0,2.86,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0625,0,0,0.525,0,0,1.8125,0,0.025,0,0,0,0,0.1625,0,1.125,0,0,0,0,0,0,0,0.0625,0.3875,0
0,0,0,0,0,0,0,1.6875,0,0,0.825,0,0,0,0,0,0,0.125,0,1.3625,0,0,0,0,0,0,0,0,0.75,0
0,0,0,0,0.08181818,0.1090909,0,0,0,0,1.381818,0,0.009090909,0,0,0,0,0,0.3,0,0,0,0,0,0,0.03636364,0,0,0.02727273,0
0,0,0,0,0.075,0.025,0,0,0,0,5.0125,0,0.0375,0,0,0,0,0,0.1125,0.05,0,0,0,0,0,0,0,0,0.1625,0
0,0,0,0,0,0,0.007142857,0.3071429,0.15,0,0.09285714,0,0.02857143,0,0,0,1.278571,0,0.01428571,0,0,0.4285714,0,0,0,0,0.05,0,0,0
0,0,0,0,0.02727273,0,0,0.02727273,0,0,5.481818,0,0,0,0,0,0.4181818,0,0.1545455,0.02727273,0,0.009090909,0,0.05454545,0,0,0.02727273,0,0,0
0,0,0,0,0.03846154,0,0,0,0.07692308,0,6.161538,0,0,0,0,0,0.05384615,0,5.538462,0,0,0.02307692,0,0.01538462,0,0,0.03846154,0,0,0
0,0,0,0,0,0,0,0.3333333,0.01666667,0.1,3.408333,0,0,0,0,0,0.09166667,0.01666667,0.008333333,1.141667,0,0,0,0,0,4.441667,0,0,0.01666667,0
0,0,0,0,0.025,0,0,0.34375,0.2,0,0.1875,0,0,0,1.9125,0,0.19375,0,0.00625,0,0,0.08125,0.01875,0.14375,0,0,0.375,0,0,0
0,0,0,0,0,0,0,0,0,0,1.011111,0,0,0,1.066667,0,0.2111111,0,0.04444444,0,0,0,0.02222222,0,0,0,0.3777778,0,0,0
0,0,0,0,0,0,0,0.385,0,0,0.035,0,0.04,0,0,0,0.04,0,0.015,0,0,0.015,0,0.025,0,0,0.06,0,0.01,0
0,0,0,0,0,0,0,0,0,0,1.8875,0,0,0,0,0,0.1875,0.0125,0.025,1.125,0,0,0,0.475,0,2.1625,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.6,0,0.01428571,0,0,0,0,0,0.01428571,0.2142857,0,0.4714286,0,0.04285714,0,0.2857143,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.3571429,0,0,0,0,0,0,0.1928571,0.02142857,0,0,0,0,0,0,0.2928571,0,0.01428571,0.8428571,0
0,0,0,0,0.05789474,0,0,0.03684211,0,0,0.7263158,0,0.3894737,0,0.2894737,0,0,0.06842105,0.3947368,0,0,0,0,0.3421053,0,2.373684,0,0.1578947,0.005263158,0
0,0,0,0,0.05833333,0,0,0,0,0,0.2666667,0,0,0,0,0,0,0.7583333,0,0.06666667,0,0,0,0,0,0.01666667,0,0.01666667,0.2583333,0
0,0,0,0,0,0.02666667,0,3.453333,0.07333333,0.1,0.58,0,0,0,0,0.09333333,0,0.14,0,0.02,0,0,0,0,0,0,0,0.08666667,0,0
0,0,0,0,0,0,0,0.2090909,0,0,0.5727273,0,0.2818182,0,0,0,0,0.5181818,0,0,0,0,0,0,0,0,0,0.06363636,0.3545455,0
0,0,0,0,0,0,0,0,0,0.6625,0.075,0,0,0,0,0,0.2125,0,0,0,0,0,0,0,0,0.1125,0,0,0,0
0,0,0,0,0.12,0,0,0.49,2.17,0,2.38,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.21,0,0,0,0
0,0.0625,0,0,0.10625,0,0,0.40625,2.5625,0.05625,0.00625,0,0.63125,0,0,0.04375,0,0.2375,0.03125,0.05,0,0.31875,0,0,0,0,0,0.65,0,0
1.1625,0,0,0.14375,0,0.01875,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.025,0,0
0,0,0.2076923,0,0.7538462,0.007692308,0,0,22.67692,0.07692308,1.992308,0,0,0,0,0,0,0,0.1538462,0,0,0,0,1.438462,0,33.61538,0,0,0,0
0,0,1.405263,0,0.5,0.005263158,0,0.2526316,21.71053,0.07894737,0.9526316,0,0.03684211,0,0,0.09473684,0,0,0,0,0,0.3157895,0,2.678947,0,19.47368,0,0,0,0
0,0,1.442857,0,0.8,0,0,0.2,5.221429,0.06428571,0.2714286,0,0,0,0,0.02142857,0,0,0.01428571,0,0,0,0,4.685714,0,17.59286,0.01428571,0,0,0
0,0,0.1,0,0.01176471,0,0,0.5411765,2.111765,0.3823529,0.1529412,0.02941176,0.08235294,0,0,1.864706,0,0,0.02352941,0,0,0.2,0,3.035294,0,5.641176,0,0,0,0.005882353
0.005555556,0,0,0,0,0.005555556,0,0,0.1222222,0.3055556,0,0.15,0.4166667,0,0,0.5388889,0,0,0.02222222,0.005555556,0.02222222,0,0,0.1666667,0,0.2388889,0,0.15,0,0.07222222
0,0,0,0,1.3,0,0,0.35,1.275,0,3.35,0,0,0,0,0,0,0,1.383333,0,0,0.25,0,0.025,0,0.4333333,0,0,0,0
0,0,0,0,0.5625,0,0,0.85625,0.525,0.35,0.66875,0,0,0,0,0.0125,0.1,0.0625,0,0,0,2.35625,0,0.14375,0,0.0375,0,0,0,0
0,0,0,0.005882353,0.3588235,0,0,0.5411765,8.358824,0.8117647,0,0,0.2882353,0,0,1.388235,0,0.1117647,0.005882353,1.088235,0,0,0,0,0,0.05882353,0,0.5235294,0.01176471,0.005882353
0.6631579,0,0.1105263,0.3578947,0,0.06315789,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.02631579,0.04210526,0,0.1157895,0,0.1052632
0.01818182,0,0,0,0.1,0,0,0.5727273,2.009091,0,1.990909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.005882353,0,0,0,0,0,0.6117647,0.4470588,0.3764706,0.1352941,0,0.1,0,0,1.152941,0,0.4941176,0,0.04705882,0,0.1882353,0,0,0,0.05294118,0,0,0,0
0,0,0,0,0,0,0,1.230769,0.2230769,1.323077,0.1,0,0.03076923,0,0,0.9,0,0.8692308,0,0.4615385,0,0,0,0,0,0,0,0.04615385,0,0
0,0,0,0,0,0,0,0.6454545,0,0.05454545,0.5727273,0,0.009090909,0,0,0.06363636,0,0.1363636,0,1.645455,0,0,0,0,0,0.07272727,0,0,0,0
0,0,0,0,0,0.025,0,0.2375,0,0,0.6625,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0.225,0.0375,0
0,0,0,0,0.11,0,0,0.14,0,0,2.17,0,0,0,0,0,0,0.01,0,0.3,0,0,0,0,0,2.01,0,0.02,0,0
0,0,0,0,0.2071429,0,0,0.15,1.878571,3.364286,0,0,0,0,0,0.3857143,0,0.07857143,0.01428571,0.2428571,0,0,0,0.3142857,0,0,0,0,0,0
0,0,0,0,0,0,0,0.5909091,2.945455,0.1363636,0.01818182,0,0,0,0,0,0,0.01818182,0,0,0,0,0,0.05454545,0,0.1727273,0,0,0,0
1.4,0,0,0.8,0.07777778,0,0,0,0,0,0,0,0.02222222,0,0,0.04444444,0,0.07777778,0,0,0,0,0,0,0,0,0,0,0,0.2222222
0,0,0.5,0,0.07142857,0,0,0.4761905,1.047619,0,0.004761905,0.152381,0,0,0,0.05238095,0,0.00952381,0,0,0.5428571,0,0,0,0,0,0,0,0,0.1238095
0,0,0,0.03636364,0,0,0,0,0,0,0,0.1818182,0,0,0,0,0,0,0,0,4.027273,0,0,0,0.09090909,0,0,0,0,0
0.05,0,0,0,0.0375,0,0,0,0,0,0,0.73125,0.05,0,0,0,0,0,0,0,2.125,0,0,0,0.0125,0,0,0,0,0.05625
0.08333333,0,0.06111111,0,0,0,0,0,0,0,0,0.2833333,0.8055556,0,0,0,0,0,0,0,0.4833333,0,0,0,2.994444,0.07777778,0,0,0,0
0,0,0,0.9,0.075,0,0,0,0,0,0,0.275,0.475,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.0875,0,0
0.009090909,0,0.4136364,0.05454545,1.1,0.09545455,0,0,0,0.01818182,0.01363636,3.509091,0.07727273,0,0,0.009090909,0,0,0.1772727,0,0,0,0,0.3818182,0.04545455,0.3909091,0,0.01363636,0,0
0.02857143,0,0.1333333,0.00952381,0,0.03333333,0,0,0,0,0,0.547619,0.01904762,0,0,0.152381,0,0,0,0,0.147619,0,0,0,0.2285714,0.08095238,0,0,0,0.4047619
0,0,0,0.007142857,2.321429,0,0,0.9142857,0,0.45,0.1464286,0,0.3214286,0,0,0.3392857,0,0.1071429,0,0,0,0,0.007142857,0.7642857,0,1.239286,0,1.153571,0.01071429,0.1107143
0.1909091,0,0.3,0.4909091,0,0.3454545,0,0,0,0,0.1681818,0.6863636,0.07727273,0,0,0.01363636,0,0,0.009090909,0,0.2545455,0,0,0,4.009091,0.8272727,0,0.2045455,0,0
0.2647059,0,0.2,0.5705882,0.07058824,0.08235294,0,0,0,0,0,0.4941176,0.06470588,0,0,0.2647059,0,0,0,0,0,0,0,0,0.01176471,0.2882353,0,0.08823529,0,0.02941176
0.9875,0,0.85625,0.51875,0,0,0,0,0,0,0,0.28125,1.09375,0,0,0.0625,0,0,0,0,0,0,0,0,0.025,0.4125,0,0.94375,0,0.075
0,0,0.7227273,0.03181818,0,0,0,0,0,0,0,0.5,0,0,0,0.06363636,0,0,0,0,0,0,0,0.02727273,0.009090909,0.2454545,0,0.1,0,0
0.6571429,0,0,0.3571429,0,0,0,0,0,0,0,0,2.471429,0,0,0,0,0,0,0,0,0,0,0,0.06428571,7.578571,0,0.02142857,0,0
0.5117647,0,0,0.6058824,0,0.09411765,0,0,0,0,0,0,0.8705882,0,0,0,0,0,0,0,0,0,0,0,31.74118,5.911765,0,0.3470588,0,1.323529
0.4809524,0,1.114286,0.4,0,0.1571429,0,0,0,0,0.03809524,0,0.04761905,0,0,0.00952381,0,0,0.004761905,0,0,0,0,0,0.1904762,5.509524,0,0.2333333,0,0.2333333
0.1,0,0,0.8846154,0,0.02307692,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0.8307692,0.5461538,0,0.6538462,0,0.2076923
0.03333333,0,0,2.072222,0.1166667,0,0,0,0,0,0,0,0.9944444,0,0,0,0,0,0,0,0,0,0,0,0.8333333,1.716667,0,0.4888889,0,0.05555556
0.006666667,0,0,0.05333333,0.83,0,0,0.02666667,0,0.02666667,0,0.06333333,0.2933333,0,0,0.22,0,0,0,0,0.006666667,0,0,0.03,0.03,0.2866667,0,0.2433333,0,0.03666667
0.009090909,0,0,0.004545455,4.3,0,0,0,0,0,0.004545455,0,0.6045455,0,0,0.55,0,0,0,0.4818182,0,0,0,0.02727273,0,0.1,0,0.01818182,0,0.3181818
0.025,0,0,0.03333333,0.175,0.0125,0,0,0,0,0.004166667,0,0.9875,0,0,0.04583333,0,0,0,0,0,0,0,0,0.0125,1.483333,0,0.1666667,0,0.55
